François Moureau,PER
Le Roman vrai de l'Encyclopédie,PER
Paris,LOC
Peter Nagy,PER
Paris,LOC
Lectures interdites,PER
Le travail,MISC
Paris,LOC
John C. O’Neal,PER
The Authority of Experience,ORG
Sensationist Theory in the French Enlight-enment,ORG
Philadelphia,ORG
PA,ORG
Connaissance et rêve,ORG
rie,ORG
Lumières,LOC
New York et al.,LOC
René Pomeau,PER
L'Europe des Lumières,PER
cosmopolitisme,PER
Paris,LOC
Pierre Rétat,PER
Le Journalisme d’Ancien Régime,PER
Lyon,ORG
Daniel Roche,PER
Républicains,PER
Gens de culture et Lumières au XVIIIe siècle,PER
Paris,LOC
Daniel Roche,PER
La France des Lumières,ORG
Paris,LOC
Jacques Roger,PER
Les Sciences de la vie dans la pensée française au XVIIIe siècle,ORG
Paris,LOC
Colloque sous la présidence de Werner Krauss,ORG
René Pomeau,PER
Roger Garaudy,PER
Jean Fabre,PER
Paris,LOC
Hans Sanders,PER
Das Subjekt der Moderne,MISC
Tübingen 1987,MISC
Fritz Schalk,PER
französischen,MISC
Frankfurt/M.,ORG
Albert Soboul,PER
Lumières,LOC
Paris,LOC
Jürgen von Stackeiberg,PER
München,LOC
Jean Starobinski,PER
L'Invention de la liberté,PER
Genf,LOC
Paul Van Tieghem,PER
Le Sentiment de la nature et le préromantisme européen,PER
Paris,LOC
Jean Weisgerber,PER
Les Masques fragiles,LOC
Esthétique et formes de la littérature rococo,LOC
Lausanne,LOC
Roman
Lise Andriès,PER
La Bibliothèque bleue,LOC
Une Tradition éditoriale,MISC
Oxford,ORG
Florence Bancaud-Maënen,PER
Le Roman d’apprentissage en Europe au XVIIIe siècle,MISC
Paris,LOC
Le Roman français au XVIIIe siècle,MISC
Paris,LOC
Rudolf Behrens,PER
Theodizee,PER
französische,MISC
Tübingen,LOC
Georges Benrekassa,PER
Fables de la personne,PER
Paris,LOC
Peter Brooks,PER
The Novel of Worldliness,ORG
Princeton,ORG
Cazenobe,PER
Le Système du libertinage de Crébillon à Laclos,MISC
Oxford,LOC
Fictional France,ORG
Social Reality in the French Novel,ORG
Providence,LOC
N. Y.,LOC
Oxford,LOC
München,LOC
Comille,PER
L,PER
Mannheim,LOC
Henri Coulet,PER
Le Roman jusqu ’à la Révolution,MISC
Paris,LOC
Valérie van Crugten-André,PER
Le Roman du libertinage,PER
Redécouverte et réhabilitation,ORG
Paris,LOC
Genf,LOC
Catherine Cusset,PER
Les Romanciers du plaisirs,LOC
Essai,LOC
Paris,LOC
René Démoris,PER
Le Roman à la première personne,MISC
Classicisme aux Lumières,PER
Paris,LOC
David J. Denby,PER
Sentimental Narrative and the Social Order,ORG
France,LOC
Cambridge,LOC
Ma,LOC
Klaus Dirscherl,PER
Der Roman der Philosophen,MISC
Diderot,PER
Rousseau,PER
Voltaire,LOC
Tübingen,LOC
William F. Edmiston,PER
four Eighteenth-Century French Novels,ORG
London,LOC
Jean Fabre,PER
Paris,LOC
Roland Galle,PER
französischen,MISC
München,LOC
Rolf Geißler,PER
Frankreich,LOC
Berlin,LOC
Pierre Hartmann,PER
Le Contrat et la séduction,PER
Essai sur la subjectivité amoureuse dans le roman des Lumières,PER
Paris,LOC
Jan Herman,PER
Le mensonge romanesque,PER
Paramètres,PER
Amsterdam,LOC
Leuven,LOC
Huet,PER
Le Héros,PER
Essai sur le roman d’ascension sociale au XVIIIe siècle,PER
Paris,LOC
The Family Romance of the French Revolution,ORG
Berkeley et al. 1992,MISC
Claire Jacquier,PER
Romans,PER
au XVIIIe siècle,MISC
Lausanne,LOC
Henri Lafon,PER
Espaces romanesques du XVIIIe siècle,PER
Madame de Villedieu à Nodier,PER
Paris,LOC
Philippe Laroche,PER
évolution de la notion de libertinage dans le roman français du XVIIIe siècle,PER
Québec,LOC
Wolfgang Matzat,PER
Rousseau,PER
Balzac,LOC
Tübingen,LOC
Le Dilemme du roman au XVIIIe siècle,MISC
New Haven,LOC
Paris,LOC
Vivienne Mylne,PER
The Eighteenth Century French Novel,ORG
Techniques of Illusion,MISC
Manchester 1965,MISC
Hans Rudolf Picard,PER
Heidelberg,ORG
Jean Rousset,PER
Narcisse romancier,PER
Paris,LOC
Jacques Rustin,PER
Le Vice à la mode,ORG
Etude sur le roman français du XVIIIe siècle de 'Manon Lescaut,PER
’ à l’apparition de ‘La Nouvelle Héloïse ’,MISC
Paris,LOC
Jean-Paul Sermain,PER
Studies on Voltaire and the Eighteenth Century,MISC
Oxford 233,MISC
Jürgen Siess,PER
Diderot,PER
Restif,PER
Lespinasse,PER
Paderborn,LOC
Jürgen von Stackeiberg,PER
Rabelais,LOC
Voltaire,LOC
französischen,MISC
München,LOC
The Art of Make-Believe,MISC
New Haven,LOC
London,LOC
Philip Stewart,PER
Le Masque et la parole,PER
Le Langage de l’amour au XVIIIe siècle,MISC
Paris,LOC
Philip Stewart,PER
Half-told Tales,PER
Dilemmas of Meaning in three French Novels,MISC
Chapel Hill,MISC
Tony Tanner,PER
Adultery in the Novel,ORG
Baltimore,LOC
London,LOC
Pierre Trahard,PER
Les Maîtres de la sensibilité au XVIIIe siècle,LOC
Paris,LOC
Le Roman épistolaire,MISC
Paris,LOC
